anio;nivel_agregacion;unidad_territorial;ITEnfoqueindustria;fob_millones_uss
2010;Provincia;Buenos Aires;ALTA TECNOLOGIA;683.7794608
2010;Provincia;Buenos Aires;BAJA TECNOLOGIA;4989.311659
2010;Provincia;Buenos Aires;MEDIA ALTA TECNOLOGIA;8645.056134
2010;Provincia;Buenos Aires;MEDIA BAJA TECNOLOGIA;4138.14543
2010;Provincia;Buenos Aires;Sin Clasificar;4413.200246
2010;Provincia;C.A.B.A.;ALTA TECNOLOGIA;144.8198406
2010;Provincia;C.A.B.A.;BAJA TECNOLOGIA;125.6106717
2010;Provincia;C.A.B.A.;MEDIA ALTA TECNOLOGIA;42.90116698
2010;Provincia;C.A.B.A.;MEDIA BAJA TECNOLOGIA;13.8688605
2010;Provincia;C.A.B.A.;Sin Clasificar;48.45769514
2010;Provincia;Catamarca;ALTA TECNOLOGIA;0.17407596
2010;Provincia;Catamarca;BAJA TECNOLOGIA;117.4964553
2010;Provincia;Catamarca;MEDIA ALTA TECNOLOGIA;48.98908554
2010;Provincia;Catamarca;MEDIA BAJA TECNOLOGIA;0.013145
2010;Provincia;Catamarca;Sin Clasificar;1510.001075
2010;Provincia;Chaco;ALTA TECNOLOGIA;5.20076031
2010;Provincia;Chaco;BAJA TECNOLOGIA;84.07540531
2010;Provincia;Chaco;MEDIA ALTA TECNOLOGIA;56.33616779
2010;Provincia;Chaco;MEDIA BAJA TECNOLOGIA;0.10689286
2010;Provincia;Chaco;Sin Clasificar;227.9438846
2010;Provincia;Chubut;ALTA TECNOLOGIA;0.66640886
2010;Provincia;Chubut;BAJA TECNOLOGIA;550.6669677
2010;Provincia;Chubut;MEDIA ALTA TECNOLOGIA;6.27785346
2010;Provincia;Chubut;MEDIA BAJA TECNOLOGIA;2726.525831
2010;Provincia;Chubut;Sin Clasificar;23.43892889
2010;Provincia;Corrientes;ALTA TECNOLOGIA;0.214515
2010;Provincia;Corrientes;BAJA TECNOLOGIA;77.67709358
2010;Provincia;Corrientes;MEDIA ALTA TECNOLOGIA;0.3464045
2010;Provincia;Corrientes;MEDIA BAJA TECNOLOGIA;0.03872741
2010;Provincia;Corrientes;Sin Clasificar;76.73577756
2010;Provincia;Córdoba;ALTA TECNOLOGIA;80.44374097
2010;Provincia;Córdoba;BAJA TECNOLOGIA;3847.642745
2010;Provincia;Córdoba;MEDIA ALTA TECNOLOGIA;1988.940833
2010;Provincia;Córdoba;MEDIA BAJA TECNOLOGIA;120.0253274
2010;Provincia;Córdoba;Sin Clasificar;2449.859083
2010;Provincia;Entre Ríos;ALTA TECNOLOGIA;11.82267444
2010;Provincia;Entre Ríos;BAJA TECNOLOGIA;603.4516496
2010;Provincia;Entre Ríos;MEDIA ALTA TECNOLOGIA;54.36994658
2010;Provincia;Entre Ríos;MEDIA BAJA TECNOLOGIA;23.76609926
2010;Provincia;Entre Ríos;Sin Clasificar;883.736659
2010;Provincia;Formosa;BAJA TECNOLOGIA;4.69740318
2010;Provincia;Formosa;MEDIA ALTA TECNOLOGIA;10.59382607
2010;Provincia;Formosa;MEDIA BAJA TECNOLOGIA;12.44468467
2010;Provincia;Formosa;Sin Clasificar;8.24438542
2010;Provincia;Jujuy;ALTA TECNOLOGIA;0.0095526
2010;Provincia;Jujuy;BAJA TECNOLOGIA;195.8899881
2010;Provincia;Jujuy;MEDIA ALTA TECNOLOGIA;3.11418654
2010;Provincia;Jujuy;MEDIA BAJA TECNOLOGIA;39.16073297
2010;Provincia;Jujuy;Sin Clasificar;144.8577194
2010;Provincia;La Pampa;ALTA TECNOLOGIA;0.0216776
2010;Provincia;La Pampa;BAJA TECNOLOGIA;64.40915821
2010;Provincia;La Pampa;MEDIA ALTA TECNOLOGIA;0.32177134
2010;Provincia;La Pampa;MEDIA BAJA TECNOLOGIA;8.75623024
2010;Provincia;La Pampa;Sin Clasificar;215.7100674
2010;Provincia;La Rioja;ALTA TECNOLOGIA;16.2588163
2010;Provincia;La Rioja;BAJA TECNOLOGIA;190.9560369
2010;Provincia;La Rioja;MEDIA ALTA TECNOLOGIA;2.24864699
2010;Provincia;La Rioja;MEDIA BAJA TECNOLOGIA;4.25208894
2010;Provincia;La Rioja;Sin Clasificar;61.46613139
2010;Provincia;Mendoza;ALTA TECNOLOGIA;3.25724614
2010;Provincia;Mendoza;BAJA TECNOLOGIA;1233.528309
2010;Provincia;Mendoza;MEDIA ALTA TECNOLOGIA;229.4965281
2010;Provincia;Mendoza;MEDIA BAJA TECNOLOGIA;212.223744
2010;Provincia;Mendoza;Sin Clasificar;17.72308335
2010;Provincia;Misiones;ALTA TECNOLOGIA;0.009715
2010;Provincia;Misiones;BAJA TECNOLOGIA;526.1191008
2010;Provincia;Misiones;MEDIA ALTA TECNOLOGIA;2.0187614
2010;Provincia;Misiones;MEDIA BAJA TECNOLOGIA;0.02914734
2010;Provincia;Misiones;Sin Clasificar;0.38354273
2010;Provincia;Neuquén;ALTA TECNOLOGIA;0.09606018
2010;Provincia;Neuquén;BAJA TECNOLOGIA;79.62563947
2010;Provincia;Neuquén;MEDIA ALTA TECNOLOGIA;22.13521474
2010;Provincia;Neuquén;MEDIA BAJA TECNOLOGIA;211.9864029
2010;Provincia;Neuquén;Sin Clasificar;14.48634662
2010;Provincia;Río Negro;ALTA TECNOLOGIA;0.07300313
2010;Provincia;Río Negro;BAJA TECNOLOGIA;409.7299959
2010;Provincia;Río Negro;MEDIA ALTA TECNOLOGIA;28.82915716
2010;Provincia;Río Negro;MEDIA BAJA TECNOLOGIA;38.87988849
2010;Provincia;Río Negro;Sin Clasificar;17.64997877
2010;Provincia;Salta;ALTA TECNOLOGIA;0.02411286
2010;Provincia;Salta;BAJA TECNOLOGIA;437.5703672
2010;Provincia;Salta;MEDIA ALTA TECNOLOGIA;72.74510213
2010;Provincia;Salta;MEDIA BAJA TECNOLOGIA;223.2338987
2010;Provincia;Salta;Sin Clasificar;278.5014
2010;Provincia;San Juan;ALTA TECNOLOGIA;28.56375753
2010;Provincia;San Juan;BAJA TECNOLOGIA;1945.00922
2010;Provincia;San Juan;MEDIA ALTA TECNOLOGIA;40.26571828
2010;Provincia;San Juan;MEDIA BAJA TECNOLOGIA;63.44065115
2010;Provincia;San Juan;Sin Clasificar;26.16880822
2010;Provincia;San Luis;ALTA TECNOLOGIA;5.20548176
2010;Provincia;San Luis;BAJA TECNOLOGIA;228.2587295
2010;Provincia;San Luis;MEDIA ALTA TECNOLOGIA;91.36218697
2010;Provincia;San Luis;MEDIA BAJA TECNOLOGIA;85.65459361
2010;Provincia;San Luis;Sin Clasificar;128.7544128
2010;Provincia;Santa Cruz;BAJA TECNOLOGIA;920.0367952
2010;Provincia;Santa Cruz;MEDIA ALTA TECNOLOGIA;0.01260076
2010;Provincia;Santa Cruz;MEDIA BAJA TECNOLOGIA;546.3781035
2010;Provincia;Santa Cruz;Sin Clasificar;165.8989069
2010;Provincia;Santa Fe;ALTA TECNOLOGIA;66.11043762
2010;Provincia;Santa Fe;BAJA TECNOLOGIA;10258.95219
2010;Provincia;Santa Fe;MEDIA ALTA TECNOLOGIA;2600.716602
2010;Provincia;Santa Fe;MEDIA BAJA TECNOLOGIA;402.6587546
2010;Provincia;Santa Fe;Sin Clasificar;2119.618706
2010;Provincia;Santiago del Estero;BAJA TECNOLOGIA;115.4635565
2010;Provincia;Santiago del Estero;MEDIA ALTA TECNOLOGIA;7.95422796
2010;Provincia;Santiago del Estero;MEDIA BAJA TECNOLOGIA;0.24827456
2010;Provincia;Santiago del Estero;Sin Clasificar;397.0600864
2010;Provincia;"Tierra del Fuego, Antártida e Islas del Atlántico Sur";ALTA TECNOLOGIA;61.24829956
2010;Provincia;"Tierra del Fuego, Antártida e Islas del Atlántico Sur";BAJA TECNOLOGIA;99.90527165
2010;Provincia;"Tierra del Fuego, Antártida e Islas del Atlántico Sur";MEDIA ALTA TECNOLOGIA;4.63792593
2010;Provincia;"Tierra del Fuego, Antártida e Islas del Atlántico Sur";MEDIA BAJA TECNOLOGIA;224.8609439
2010;Provincia;"Tierra del Fuego, Antártida e Islas del Atlántico Sur";Sin Clasificar;0.35525185
2010;Provincia;Tucumán;ALTA TECNOLOGIA;0.001221
2010;Provincia;Tucumán;BAJA TECNOLOGIA;541.2208853
2010;Provincia;Tucumán;MEDIA ALTA TECNOLOGIA;226.6348258
2010;Provincia;Tucumán;MEDIA BAJA TECNOLOGIA;8.56116868
2010;Provincia;Tucumán;Sin Clasificar;137.2995081
2011;Provincia;Buenos Aires;ALTA TECNOLOGIA;788.1990707
2011;Provincia;Buenos Aires;BAJA TECNOLOGIA;6310.026917
2011;Provincia;Buenos Aires;MEDIA ALTA TECNOLOGIA;10343.09569
2011;Provincia;Buenos Aires;MEDIA BAJA TECNOLOGIA;4349.963893
2011;Provincia;Buenos Aires;Sin Clasificar;6226.397979
2011;Provincia;C.A.B.A.;ALTA TECNOLOGIA;149.9818902
2011;Provincia;C.A.B.A.;BAJA TECNOLOGIA;150.6333526
2011;Provincia;C.A.B.A.;MEDIA ALTA TECNOLOGIA;53.62413194
2011;Provincia;C.A.B.A.;MEDIA BAJA TECNOLOGIA;14.10717853
2011;Provincia;C.A.B.A.;Sin Clasificar;65.70637187
2011;Provincia;Catamarca;ALTA TECNOLOGIA;0.2810353
2011;Provincia;Catamarca;BAJA TECNOLOGIA;119.1068948
2011;Provincia;Catamarca;MEDIA ALTA TECNOLOGIA;39.47252753
2011;Provincia;Catamarca;MEDIA BAJA TECNOLOGIA;0.027105
2011;Provincia;Catamarca;Sin Clasificar;1490.30587
2011;Provincia;Chaco;ALTA TECNOLOGIA;6.36218874
2011;Provincia;Chaco;BAJA TECNOLOGIA;159.0267373
2011;Provincia;Chaco;MEDIA ALTA TECNOLOGIA;59.07162885
2011;Provincia;Chaco;Sin Clasificar;365.4990445
2011;Provincia;Chubut;ALTA TECNOLOGIA;0.92767755
2011;Provincia;Chubut;BAJA TECNOLOGIA;637.164753
2011;Provincia;Chubut;MEDIA ALTA TECNOLOGIA;12.78310338
2011;Provincia;Chubut;MEDIA BAJA TECNOLOGIA;2481.376447
2011;Provincia;Chubut;Sin Clasificar;15.78747111
2011;Provincia;Corrientes;ALTA TECNOLOGIA;0.947367
2011;Provincia;Corrientes;BAJA TECNOLOGIA;131.306205
2011;Provincia;Corrientes;MEDIA ALTA TECNOLOGIA;0.31845954
2011;Provincia;Corrientes;MEDIA BAJA TECNOLOGIA;1.29453476
2011;Provincia;Corrientes;Sin Clasificar;144.9696127
2011;Provincia;Córdoba;ALTA TECNOLOGIA;75.81178918
2011;Provincia;Córdoba;BAJA TECNOLOGIA;4818.822357
2011;Provincia;Córdoba;MEDIA ALTA TECNOLOGIA;2743.383816
2011;Provincia;Córdoba;MEDIA BAJA TECNOLOGIA;142.7650092
2011;Provincia;Córdoba;Sin Clasificar;3074.112777
2011;Provincia;Entre Ríos;ALTA TECNOLOGIA;15.94583544
2011;Provincia;Entre Ríos;BAJA TECNOLOGIA;735.4131962
2011;Provincia;Entre Ríos;MEDIA ALTA TECNOLOGIA;64.71694999
2011;Provincia;Entre Ríos;MEDIA BAJA TECNOLOGIA;75.26783264
2011;Provincia;Entre Ríos;Sin Clasificar;964.8789506
2011;Provincia;Formosa;ALTA TECNOLOGIA;0.001175
2011;Provincia;Formosa;BAJA TECNOLOGIA;11.1997357
2011;Provincia;Formosa;MEDIA ALTA TECNOLOGIA;7.46434707
2011;Provincia;Formosa;MEDIA BAJA TECNOLOGIA;10.47803605
2011;Provincia;Formosa;Sin Clasificar;10.89813812
2011;Provincia;Jujuy;ALTA TECNOLOGIA;0.00007535
2011;Provincia;Jujuy;BAJA TECNOLOGIA;211.3541937
2011;Provincia;Jujuy;MEDIA ALTA TECNOLOGIA;4.18460795
2011;Provincia;Jujuy;MEDIA BAJA TECNOLOGIA;36.11448297
2011;Provincia;Jujuy;Sin Clasificar;201.4657533
2011;Provincia;La Pampa;BAJA TECNOLOGIA;72.54297044
2011;Provincia;La Pampa;MEDIA ALTA TECNOLOGIA;0.27878482
2011;Provincia;La Pampa;MEDIA BAJA TECNOLOGIA;11.5169121
2011;Provincia;La Pampa;Sin Clasificar;286.3303579
2011;Provincia;La Rioja;ALTA TECNOLOGIA;15.35724474
2011;Provincia;La Rioja;BAJA TECNOLOGIA;200.8622342
2011;Provincia;La Rioja;MEDIA ALTA TECNOLOGIA;2.02682825
2011;Provincia;La Rioja;MEDIA BAJA TECNOLOGIA;4.36166201
2011;Provincia;La Rioja;Sin Clasificar;58.89845163
2011;Provincia;Mendoza;ALTA TECNOLOGIA;4.41734451
2011;Provincia;Mendoza;BAJA TECNOLOGIA;1373.164837
2011;Provincia;Mendoza;MEDIA ALTA TECNOLOGIA;185.0222591
2011;Provincia;Mendoza;MEDIA BAJA TECNOLOGIA;217.1546435
2011;Provincia;Mendoza;Sin Clasificar;20.03464553
2011;Provincia;Misiones;BAJA TECNOLOGIA;533.9428279
2011;Provincia;Misiones;MEDIA ALTA TECNOLOGIA;1.43381071
2011;Provincia;Misiones;MEDIA BAJA TECNOLOGIA;0.05150783
2011;Provincia;Misiones;Sin Clasificar;0.28355582
2011;Provincia;Neuquén;ALTA TECNOLOGIA;0.11173755
2011;Provincia;Neuquén;BAJA TECNOLOGIA;143.8776828
2011;Provincia;Neuquén;MEDIA ALTA TECNOLOGIA;23.11233429
2011;Provincia;Neuquén;MEDIA BAJA TECNOLOGIA;178.1234751
2011;Provincia;Neuquén;Sin Clasificar;16.94002353
2011;Provincia;Río Negro;ALTA TECNOLOGIA;0.10993106
2011;Provincia;Río Negro;BAJA TECNOLOGIA;603.9416892
2011;Provincia;Río Negro;MEDIA ALTA TECNOLOGIA;34.64936592
2011;Provincia;Río Negro;MEDIA BAJA TECNOLOGIA;42.83978726
2011;Provincia;Río Negro;Sin Clasificar;40.13495258
2011;Provincia;Salta;ALTA TECNOLOGIA;0.01931375
2011;Provincia;Salta;BAJA TECNOLOGIA;544.2079379
2011;Provincia;Salta;MEDIA ALTA TECNOLOGIA;86.13162663
2011;Provincia;Salta;MEDIA BAJA TECNOLOGIA;255.6811839
2011;Provincia;Salta;Sin Clasificar;427.82591
2011;Provincia;San Juan;ALTA TECNOLOGIA;44.63765442
2011;Provincia;San Juan;BAJA TECNOLOGIA;2260.901006
2011;Provincia;San Juan;MEDIA ALTA TECNOLOGIA;60.1468321
2011;Provincia;San Juan;MEDIA BAJA TECNOLOGIA;63.6210405
2011;Provincia;San Juan;Sin Clasificar;33.31647299
2011;Provincia;San Luis;ALTA TECNOLOGIA;3.00910421
2011;Provincia;San Luis;BAJA TECNOLOGIA;302.0870862
2011;Provincia;San Luis;MEDIA ALTA TECNOLOGIA;98.09625999
2011;Provincia;San Luis;MEDIA BAJA TECNOLOGIA;104.1177516
2011;Provincia;San Luis;Sin Clasificar;220.9570477
2011;Provincia;Santa Cruz;BAJA TECNOLOGIA;1197.791585
2011;Provincia;Santa Cruz;MEDIA BAJA TECNOLOGIA;472.0507896
2011;Provincia;Santa Cruz;Sin Clasificar;177.0852074
2011;Provincia;Santa Fe;ALTA TECNOLOGIA;76.08664939
2011;Provincia;Santa Fe;BAJA TECNOLOGIA;12184.86352
2011;Provincia;Santa Fe;MEDIA ALTA TECNOLOGIA;3621.941157
2011;Provincia;Santa Fe;MEDIA BAJA TECNOLOGIA;500.1704124
2011;Provincia;Santa Fe;Sin Clasificar;2469.595439
2011;Provincia;Santiago del Estero;BAJA TECNOLOGIA;217.7254873
2011;Provincia;Santiago del Estero;MEDIA ALTA TECNOLOGIA;10.3044014
2011;Provincia;Santiago del Estero;MEDIA BAJA TECNOLOGIA;0.19143478
2011;Provincia;Santiago del Estero;Sin Clasificar;827.2940614
2011;Provincia;"Tierra del Fuego, Antártida e Islas del Atlántico Sur";ALTA TECNOLOGIA;59.23782432
2011;Provincia;"Tierra del Fuego, Antártida e Islas del Atlántico Sur";BAJA TECNOLOGIA;109.2000727
2011;Provincia;"Tierra del Fuego, Antártida e Islas del Atlántico Sur";MEDIA ALTA TECNOLOGIA;2.95998588
2011;Provincia;"Tierra del Fuego, Antártida e Islas del Atlántico Sur";MEDIA BAJA TECNOLOGIA;270.9286293
2011;Provincia;"Tierra del Fuego, Antártida e Islas del Atlántico Sur";Sin Clasificar;0.71818557
2011;Provincia;Tucumán;ALTA TECNOLOGIA;0.15182477
2011;Provincia;Tucumán;BAJA TECNOLOGIA;541.1904937
2011;Provincia;Tucumán;MEDIA ALTA TECNOLOGIA;265.8413989
2011;Provincia;Tucumán;MEDIA BAJA TECNOLOGIA;3.56384445
2011;Provincia;Tucumán;Sin Clasificar;204.9797045
2012;Provincia;Buenos Aires;ALTA TECNOLOGIA;875.4884342
2012;Provincia;Buenos Aires;BAJA TECNOLOGIA;5957.426533
2012;Provincia;Buenos Aires;MEDIA ALTA TECNOLOGIA;10139.2335
2012;Provincia;Buenos Aires;MEDIA BAJA TECNOLOGIA;3850.276952
2012;Provincia;Buenos Aires;Sin Clasificar;6591.895183
2012;Provincia;C.A.B.A.;ALTA TECNOLOGIA;142.2196693
2012;Provincia;C.A.B.A.;BAJA TECNOLOGIA;153.2388161
2012;Provincia;C.A.B.A.;MEDIA ALTA TECNOLOGIA;54.62401378
2012;Provincia;C.A.B.A.;MEDIA BAJA TECNOLOGIA;11.79362592
2012;Provincia;C.A.B.A.;Sin Clasificar;60.06817013
2012;Provincia;Catamarca;ALTA TECNOLOGIA;0.19989469
2012;Provincia;Catamarca;BAJA TECNOLOGIA;128.4309363
2012;Provincia;Catamarca;MEDIA ALTA TECNOLOGIA;41.95084772
2012;Provincia;Catamarca;MEDIA BAJA TECNOLOGIA;0.08277497
2012;Provincia;Catamarca;Sin Clasificar;1549.275958
2012;Provincia;Chaco;ALTA TECNOLOGIA;4.15858466
2012;Provincia;Chaco;BAJA TECNOLOGIA;87.40677544
2012;Provincia;Chaco;MEDIA ALTA TECNOLOGIA;60.75271959
2012;Provincia;Chaco;MEDIA BAJA TECNOLOGIA;0.1312765
2012;Provincia;Chaco;Sin Clasificar;152.5282227
2012;Provincia;Chubut;ALTA TECNOLOGIA;0.89741408
2012;Provincia;Chubut;BAJA TECNOLOGIA;522.7332353
2012;Provincia;Chubut;MEDIA ALTA TECNOLOGIA;8.35550929
2012;Provincia;Chubut;MEDIA BAJA TECNOLOGIA;2699.572619
2012;Provincia;Chubut;Sin Clasificar;16.59526175
2012;Provincia;Corrientes;ALTA TECNOLOGIA;0.7141905
2012;Provincia;Corrientes;BAJA TECNOLOGIA;113.1893148
2012;Provincia;Corrientes;MEDIA ALTA TECNOLOGIA;0.64708977
2012;Provincia;Corrientes;MEDIA BAJA TECNOLOGIA;0.08300339
2012;Provincia;Corrientes;Sin Clasificar;125.2212003
2012;Provincia;Córdoba;ALTA TECNOLOGIA;95.69281408
2012;Provincia;Córdoba;BAJA TECNOLOGIA;4928.716638
2012;Provincia;Córdoba;MEDIA ALTA TECNOLOGIA;2465.896781
2012;Provincia;Córdoba;MEDIA BAJA TECNOLOGIA;128.9332943
2012;Provincia;Córdoba;Sin Clasificar;2693.276945
2012;Provincia;Entre Ríos;ALTA TECNOLOGIA;14.79355249
2012;Provincia;Entre Ríos;BAJA TECNOLOGIA;771.3740859
2012;Provincia;Entre Ríos;MEDIA ALTA TECNOLOGIA;67.79690411
2012;Provincia;Entre Ríos;MEDIA BAJA TECNOLOGIA;123.0764729
2012;Provincia;Entre Ríos;Sin Clasificar;1017.859741
2012;Provincia;Formosa;BAJA TECNOLOGIA;7.3094759
2012;Provincia;Formosa;MEDIA ALTA TECNOLOGIA;14.3379519
2012;Provincia;Formosa;MEDIA BAJA TECNOLOGIA;12.54395387
2012;Provincia;Formosa;Sin Clasificar;10.65056768
2012;Provincia;Jujuy;BAJA TECNOLOGIA;246.7826243
2012;Provincia;Jujuy;MEDIA ALTA TECNOLOGIA;6.00427998
2012;Provincia;Jujuy;MEDIA BAJA TECNOLOGIA;31.76265929
2012;Provincia;Jujuy;Sin Clasificar;324.5902605
2012;Provincia;La Pampa;BAJA TECNOLOGIA;53.392026
2012;Provincia;La Pampa;MEDIA ALTA TECNOLOGIA;0.0687173
2012;Provincia;La Pampa;MEDIA BAJA TECNOLOGIA;7.62947343
2012;Provincia;La Pampa;Sin Clasificar;384.5487807
2012;Provincia;La Rioja;ALTA TECNOLOGIA;11.92205764
2012;Provincia;La Rioja;BAJA TECNOLOGIA;194.9008162
2012;Provincia;La Rioja;MEDIA ALTA TECNOLOGIA;0.69090903
2012;Provincia;La Rioja;MEDIA BAJA TECNOLOGIA;3.24883387
2012;Provincia;La Rioja;Sin Clasificar;49.99874261
2012;Provincia;Mendoza;ALTA TECNOLOGIA;3.56641142
2012;Provincia;Mendoza;BAJA TECNOLOGIA;1379.822323
2012;Provincia;Mendoza;MEDIA ALTA TECNOLOGIA;222.8075026
2012;Provincia;Mendoza;MEDIA BAJA TECNOLOGIA;181.0394975
2012;Provincia;Mendoza;Sin Clasificar;19.78912842
2012;Provincia;Misiones;BAJA TECNOLOGIA;440.2399519
2012;Provincia;Misiones;MEDIA ALTA TECNOLOGIA;0.7149975
2012;Provincia;Misiones;MEDIA BAJA TECNOLOGIA;0.136004
2012;Provincia;Misiones;Sin Clasificar;0.10503611
2012;Provincia;Neuquén;ALTA TECNOLOGIA;0.09714046
2012;Provincia;Neuquén;BAJA TECNOLOGIA;103.3304885
2012;Provincia;Neuquén;MEDIA ALTA TECNOLOGIA;29.07579015
2012;Provincia;Neuquén;MEDIA BAJA TECNOLOGIA;135.0399015
2012;Provincia;Neuquén;Sin Clasificar;16.02590104
2012;Provincia;Río Negro;ALTA TECNOLOGIA;1.27982516
2012;Provincia;Río Negro;BAJA TECNOLOGIA;504.4856133
2012;Provincia;Río Negro;MEDIA ALTA TECNOLOGIA;31.09239975
2012;Provincia;Río Negro;MEDIA BAJA TECNOLOGIA;43.49338137
2012;Provincia;Río Negro;Sin Clasificar;47.83490741
2012;Provincia;Salta;ALTA TECNOLOGIA;0.0121323
2012;Provincia;Salta;BAJA TECNOLOGIA;561.8135929
2012;Provincia;Salta;MEDIA ALTA TECNOLOGIA;82.77618211
2012;Provincia;Salta;MEDIA BAJA TECNOLOGIA;324.2252585
2012;Provincia;Salta;Sin Clasificar;343.6480997
2012;Provincia;San Juan;ALTA TECNOLOGIA;58.14366382
2012;Provincia;San Juan;BAJA TECNOLOGIA;2094.287878
2012;Provincia;San Juan;MEDIA ALTA TECNOLOGIA;50.34291551
2012;Provincia;San Juan;MEDIA BAJA TECNOLOGIA;58.12500741
2012;Provincia;San Juan;Sin Clasificar;28.89078113
2012;Provincia;San Luis;ALTA TECNOLOGIA;2.85674241
2012;Provincia;San Luis;BAJA TECNOLOGIA;325.7726636
2012;Provincia;San Luis;MEDIA ALTA TECNOLOGIA;87.85262605
2012;Provincia;San Luis;MEDIA BAJA TECNOLOGIA;91.51990472
2012;Provincia;San Luis;Sin Clasificar;182.9684635
2012;Provincia;Santa Cruz;BAJA TECNOLOGIA;1168.686168
2012;Provincia;Santa Cruz;MEDIA ALTA TECNOLOGIA;0.000277
2012;Provincia;Santa Cruz;MEDIA BAJA TECNOLOGIA;545.9716133
2012;Provincia;Santa Cruz;Sin Clasificar;193.7378332
2012;Provincia;Santa Fe;ALTA TECNOLOGIA;65.80269965
2012;Provincia;Santa Fe;BAJA TECNOLOGIA;11790.69166
2012;Provincia;Santa Fe;MEDIA ALTA TECNOLOGIA;3218.590541
2012;Provincia;Santa Fe;MEDIA BAJA TECNOLOGIA;585.3485254
2012;Provincia;Santa Fe;Sin Clasificar;2271.103864
2012;Provincia;Santiago del Estero;ALTA TECNOLOGIA;0.00155
2012;Provincia;Santiago del Estero;BAJA TECNOLOGIA;147.9051894
2012;Provincia;Santiago del Estero;MEDIA ALTA TECNOLOGIA;8.11154204
2012;Provincia;Santiago del Estero;MEDIA BAJA TECNOLOGIA;0.14182387
2012;Provincia;Santiago del Estero;Sin Clasificar;634.1893756
2012;Provincia;"Tierra del Fuego, Antártida e Islas del Atlántico Sur";ALTA TECNOLOGIA;48.35000652
2012;Provincia;"Tierra del Fuego, Antártida e Islas del Atlántico Sur";BAJA TECNOLOGIA;105.9540899
2012;Provincia;"Tierra del Fuego, Antártida e Islas del Atlántico Sur";MEDIA ALTA TECNOLOGIA;0.86515649
2012;Provincia;"Tierra del Fuego, Antártida e Islas del Atlántico Sur";MEDIA BAJA TECNOLOGIA;125.2783169
2012;Provincia;"Tierra del Fuego, Antártida e Islas del Atlántico Sur";Sin Clasificar;0.40468189
2012;Provincia;Tucumán;ALTA TECNOLOGIA;0.23422862
2012;Provincia;Tucumán;BAJA TECNOLOGIA;530.0886229
2012;Provincia;Tucumán;MEDIA ALTA TECNOLOGIA;233.7589751
2012;Provincia;Tucumán;MEDIA BAJA TECNOLOGIA;2.09279935
2012;Provincia;Tucumán;Sin Clasificar;113.3918771
2013;Provincia;Buenos Aires;ALTA TECNOLOGIA;889.2385492
2013;Provincia;Buenos Aires;BAJA TECNOLOGIA;5412.078689
2013;Provincia;Buenos Aires;MEDIA ALTA TECNOLOGIA;10537.42666
2013;Provincia;Buenos Aires;MEDIA BAJA TECNOLOGIA;3213.887225
2013;Provincia;Buenos Aires;Sin Clasificar;5484.357173
2013;Provincia;C.A.B.A.;ALTA TECNOLOGIA;143.3128984
2013;Provincia;C.A.B.A.;BAJA TECNOLOGIA;141.9223528
2013;Provincia;C.A.B.A.;MEDIA ALTA TECNOLOGIA;40.114244
2013;Provincia;C.A.B.A.;MEDIA BAJA TECNOLOGIA;10.78414572
2013;Provincia;C.A.B.A.;Sin Clasificar;56.0051177
2013;Provincia;Catamarca;ALTA TECNOLOGIA;0.23316778
2013;Provincia;Catamarca;BAJA TECNOLOGIA;84.78905293
2013;Provincia;Catamarca;MEDIA ALTA TECNOLOGIA;38.94285936
2013;Provincia;Catamarca;MEDIA BAJA TECNOLOGIA;0.09064242
2013;Provincia;Catamarca;Sin Clasificar;978.0161806
2013;Provincia;Chaco;ALTA TECNOLOGIA;4.47975283
2013;Provincia;Chaco;BAJA TECNOLOGIA;49.93924721
2013;Provincia;Chaco;MEDIA ALTA TECNOLOGIA;60.16001476
2013;Provincia;Chaco;MEDIA BAJA TECNOLOGIA;0.07004616
2013;Provincia;Chaco;Sin Clasificar;167.8884144
2013;Provincia;Chubut;ALTA TECNOLOGIA;0.63771607
2013;Provincia;Chubut;BAJA TECNOLOGIA;594.765053
2013;Provincia;Chubut;MEDIA ALTA TECNOLOGIA;10.81161536
2013;Provincia;Chubut;MEDIA BAJA TECNOLOGIA;2031.561744
2013;Provincia;Chubut;Sin Clasificar;3.52665711
2013;Provincia;Corrientes;ALTA TECNOLOGIA;0.237168
2013;Provincia;Corrientes;BAJA TECNOLOGIA;112.5574525
2013;Provincia;Corrientes;MEDIA ALTA TECNOLOGIA;0.17647
2013;Provincia;Corrientes;MEDIA BAJA TECNOLOGIA;0.15264323
2013;Provincia;Corrientes;Sin Clasificar;142.0204865
2013;Provincia;Córdoba;ALTA TECNOLOGIA;84.55425582
2013;Provincia;Córdoba;BAJA TECNOLOGIA;4863.385394
2013;Provincia;Córdoba;MEDIA ALTA TECNOLOGIA;2616.80363
2013;Provincia;Córdoba;MEDIA BAJA TECNOLOGIA;127.6604102
2013;Provincia;Córdoba;Sin Clasificar;3607.760646
2013;Provincia;Entre Ríos;ALTA TECNOLOGIA;16.7862449
2013;Provincia;Entre Ríos;BAJA TECNOLOGIA;870.1442434
2013;Provincia;Entre Ríos;MEDIA ALTA TECNOLOGIA;70.42406697
2013;Provincia;Entre Ríos;MEDIA BAJA TECNOLOGIA;9.98540115
2013;Provincia;Entre Ríos;Sin Clasificar;865.4479948
