anio;nivel_agregacion;unidad_territorial;tipo_personal_sicytar;es_conicet;sexo_descripcion;gran_area_experticia;cant_personas
2022;Provincia;Chaco;INVESTIGADOR;1;MASCULINO;CIENCIAS SOCIALES;2
2022;Provincia;Chaco;INVESTIGADOR;1;MASCULINO;HUMANIDADES;3
2022;Provincia;Chaco;INVESTIGADOR;1;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;8
2022;Provincia;Chaco;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS AGRÍCOLAS;5
2022;Provincia;Chaco;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;4
2022;Provincia;Chaco;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;17
2022;Provincia;Chaco;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS SOCIALES;30
2022;Provincia;Chaco;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;HUMANIDADES;32
2022;Provincia;Chaco;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;12
2022;Provincia;Chaco;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS AGRÍCOLAS;6
2022;Provincia;Chaco;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;1
2022;Provincia;Chaco;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;14
2022;Provincia;Chaco;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS SOCIALES;26
2022;Provincia;Chaco;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;HUMANIDADES;10
2022;Provincia;Chaco;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;15
2022;Provincia;Chubut;BECARIO DE I+D;0;FEMENINO;CIENCIAS AGRÍCOLAS;2
2022;Provincia;Chubut;BECARIO DE I+D;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;2
2022;Provincia;Chubut;BECARIO DE I+D;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;7
2022;Provincia;Chubut;BECARIO DE I+D;0;FEMENINO;CIENCIAS SOCIALES;3
2022;Provincia;Chubut;BECARIO DE I+D;0;MASCULINO;CIENCIAS AGRÍCOLAS;1
2022;Provincia;Chubut;BECARIO DE I+D;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;3
2022;Provincia;Chubut;BECARIO DE I+D;0;MASCULINO;CIENCIAS SOCIALES;3
2022;Provincia;Chubut;BECARIO DE I+D;0;MASCULINO;HUMANIDADES;2
2022;Provincia;Chubut;BECARIO DE I+D;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;3
2022;Provincia;Chubut;BECARIO DE I+D;1;FEMENINO;CIENCIAS AGRÍCOLAS;3
2022;Provincia;Chubut;BECARIO DE I+D;1;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;2
2022;Provincia;Chubut;BECARIO DE I+D;1;FEMENINO;CIENCIAS NATURALES Y EXACTAS;71
2022;Provincia;Chubut;BECARIO DE I+D;1;FEMENINO;CIENCIAS SOCIALES;11
2022;Provincia;Chubut;BECARIO DE I+D;1;FEMENINO;HUMANIDADES;14
2022;Provincia;Chubut;BECARIO DE I+D;1;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;8
2022;Provincia;Chubut;BECARIO DE I+D;1;MASCULINO;CIENCIAS AGRÍCOLAS;3
2022;Provincia;Chubut;BECARIO DE I+D;1;MASCULINO;CIENCIAS NATURALES Y EXACTAS;56
2022;Provincia;Chubut;BECARIO DE I+D;1;MASCULINO;CIENCIAS SOCIALES;3
2022;Provincia;Chubut;BECARIO DE I+D;1;MASCULINO;HUMANIDADES;3
2022;Provincia;Chubut;BECARIO DE I+D;1;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;5
2022;Provincia;Chubut;DOCENTE;0;FEMENINO;CIENCIAS AGRÍCOLAS;8
2022;Provincia;Chubut;DOCENTE;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;12
2022;Provincia;Chubut;DOCENTE;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;126
2022;Provincia;Chubut;DOCENTE;0;FEMENINO;CIENCIAS SOCIALES;100
2022;Provincia;Chubut;DOCENTE;0;FEMENINO;HUMANIDADES;47
2022;Provincia;Chubut;DOCENTE;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;30
2022;Provincia;Chubut;DOCENTE;0;MASCULINO;CIENCIAS AGRÍCOLAS;5
2022;Provincia;Chubut;DOCENTE;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;5
2022;Provincia;Chubut;DOCENTE;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;66
2022;Provincia;Chubut;DOCENTE;0;MASCULINO;CIENCIAS SOCIALES;60
2022;Provincia;Chubut;DOCENTE;0;MASCULINO;HUMANIDADES;21
2022;Provincia;Chubut;DOCENTE;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;45
2022;Provincia;Chubut;INVESTIGADOR;0;FEMENINO;CIENCIAS AGRÍCOLAS;9
2022;Provincia;Chubut;INVESTIGADOR;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;14
2022;Provincia;Chubut;INVESTIGADOR;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;89
2022;Provincia;Chubut;INVESTIGADOR;0;FEMENINO;CIENCIAS SOCIALES;42
2022;Provincia;Chubut;INVESTIGADOR;0;FEMENINO;HUMANIDADES;25
2022;Provincia;Chubut;INVESTIGADOR;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;11
2022;Provincia;Chubut;INVESTIGADOR;0;MASCULINO;CIENCIAS AGRÍCOLAS;14
2022;Provincia;Chubut;INVESTIGADOR;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;1
2022;Provincia;Chubut;INVESTIGADOR;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;44
2022;Provincia;Chubut;INVESTIGADOR;0;MASCULINO;CIENCIAS SOCIALES;19
2022;Provincia;Chubut;INVESTIGADOR;0;MASCULINO;HUMANIDADES;12
2022;Provincia;Chubut;INVESTIGADOR;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;17
2022;Provincia;Chubut;INVESTIGADOR;1;FEMENINO;CIENCIAS AGRÍCOLAS;12
2022;Provincia;Chubut;INVESTIGADOR;1;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;2
2022;Provincia;Chubut;INVESTIGADOR;1;FEMENINO;CIENCIAS NATURALES Y EXACTAS;94
2022;Provincia;Chubut;INVESTIGADOR;1;FEMENINO;CIENCIAS SOCIALES;4
2022;Provincia;Chubut;INVESTIGADOR;1;FEMENINO;HUMANIDADES;10
2022;Provincia;Chubut;INVESTIGADOR;1;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;6
2022;Provincia;Chubut;INVESTIGADOR;1;MASCULINO;CIENCIAS AGRÍCOLAS;3
2022;Provincia;Chubut;INVESTIGADOR;1;MASCULINO;CIENCIAS NATURALES Y EXACTAS;90
2022;Provincia;Chubut;INVESTIGADOR;1;MASCULINO;CIENCIAS SOCIALES;5
2022;Provincia;Chubut;INVESTIGADOR;1;MASCULINO;HUMANIDADES;6
2022;Provincia;Chubut;INVESTIGADOR;1;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;5
2022;Provincia;Chubut;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS AGRÍCOLAS;4
2022;Provincia;Chubut;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;24
2022;Provincia;Chubut;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;62
2022;Provincia;Chubut;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS SOCIALES;33
2022;Provincia;Chubut;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;HUMANIDADES;15
2022;Provincia;Chubut;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;8
2022;Provincia;Chubut;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS AGRÍCOLAS;2
2022;Provincia;Chubut;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;8
2022;Provincia;Chubut;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;45
2022;Provincia;Chubut;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS SOCIALES;15
2022;Provincia;Chubut;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;HUMANIDADES;9
2022;Provincia;Chubut;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;7
2022;Provincia;Corrientes;BECARIO DE I+D;0;FEMENINO;CIENCIAS AGRÍCOLAS;10
2022;Provincia;Corrientes;BECARIO DE I+D;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;11
2022;Provincia;Corrientes;BECARIO DE I+D;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;14
2022;Provincia;Corrientes;BECARIO DE I+D;0;FEMENINO;CIENCIAS SOCIALES;7
2022;Provincia;Corrientes;BECARIO DE I+D;0;FEMENINO;HUMANIDADES;2
2022;Provincia;Corrientes;BECARIO DE I+D;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;3
2022;Provincia;Corrientes;BECARIO DE I+D;0;MASCULINO;CIENCIAS AGRÍCOLAS;2
2022;Provincia;Corrientes;BECARIO DE I+D;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;4
2022;Provincia;Corrientes;BECARIO DE I+D;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;10
2022;Provincia;Corrientes;BECARIO DE I+D;0;MASCULINO;CIENCIAS SOCIALES;3
2022;Provincia;Corrientes;BECARIO DE I+D;0;MASCULINO;HUMANIDADES;2
2022;Provincia;Corrientes;BECARIO DE I+D;1;FEMENINO;CIENCIAS AGRÍCOLAS;15
2022;Provincia;Corrientes;BECARIO DE I+D;1;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;4
2022;Provincia;Corrientes;BECARIO DE I+D;1;FEMENINO;CIENCIAS NATURALES Y EXACTAS;57
2022;Provincia;Corrientes;BECARIO DE I+D;1;FEMENINO;CIENCIAS SOCIALES;6
2022;Provincia;Corrientes;BECARIO DE I+D;1;FEMENINO;HUMANIDADES;2
2022;Provincia;Corrientes;BECARIO DE I+D;1;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;5
2022;Provincia;Corrientes;BECARIO DE I+D;1;MASCULINO;CIENCIAS AGRÍCOLAS;15
2022;Provincia;Corrientes;BECARIO DE I+D;1;MASCULINO;CIENCIAS NATURALES Y EXACTAS;30
2022;Provincia;Corrientes;BECARIO DE I+D;1;MASCULINO;CIENCIAS SOCIALES;5
2022;Provincia;Corrientes;BECARIO DE I+D;1;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;4
2022;Provincia;Corrientes;DOCENTE;0;FEMENINO;CIENCIAS AGRÍCOLAS;39
2022;Provincia;Corrientes;DOCENTE;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;176
2022;Provincia;Corrientes;DOCENTE;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;106
2022;Provincia;Corrientes;DOCENTE;0;FEMENINO;CIENCIAS SOCIALES;195
2022;Provincia;Corrientes;DOCENTE;0;FEMENINO;HUMANIDADES;27
2022;Provincia;Corrientes;DOCENTE;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;20
2022;Provincia;Corrientes;DOCENTE;0;MASCULINO;CIENCIAS AGRÍCOLAS;52
2022;Provincia;Corrientes;DOCENTE;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;117
2022;Provincia;Corrientes;DOCENTE;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;74
2022;Provincia;Corrientes;DOCENTE;0;MASCULINO;CIENCIAS SOCIALES;128
2022;Provincia;Corrientes;DOCENTE;0;MASCULINO;HUMANIDADES;9
2022;Provincia;Corrientes;DOCENTE;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;37
2022;Provincia;Corrientes;INVESTIGADOR;0;FEMENINO;CIENCIAS AGRÍCOLAS;57
2022;Provincia;Corrientes;INVESTIGADOR;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;84
2022;Provincia;Corrientes;INVESTIGADOR;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;56
2022;Provincia;Corrientes;INVESTIGADOR;0;FEMENINO;CIENCIAS SOCIALES;43
2022;Provincia;Corrientes;INVESTIGADOR;0;FEMENINO;HUMANIDADES;6
2022;Provincia;Corrientes;INVESTIGADOR;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;12
2022;Provincia;Corrientes;INVESTIGADOR;0;MASCULINO;CIENCIAS AGRÍCOLAS;54
2022;Provincia;Corrientes;INVESTIGADOR;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;45
2022;Provincia;Corrientes;INVESTIGADOR;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;46
2022;Provincia;Corrientes;INVESTIGADOR;0;MASCULINO;CIENCIAS SOCIALES;42
2022;Provincia;Corrientes;INVESTIGADOR;0;MASCULINO;HUMANIDADES;8
2022;Provincia;Corrientes;INVESTIGADOR;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;19
2022;Provincia;Corrientes;INVESTIGADOR;1;FEMENINO;CIENCIAS AGRÍCOLAS;11
2022;Provincia;Corrientes;INVESTIGADOR;1;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;3
2022;Provincia;Corrientes;INVESTIGADOR;1;FEMENINO;CIENCIAS NATURALES Y EXACTAS;41
2022;Provincia;Corrientes;INVESTIGADOR;1;FEMENINO;CIENCIAS SOCIALES;1
2022;Provincia;Corrientes;INVESTIGADOR;1;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;5
2022;Provincia;Corrientes;INVESTIGADOR;1;MASCULINO;CIENCIAS AGRÍCOLAS;9
2022;Provincia;Corrientes;INVESTIGADOR;1;MASCULINO;CIENCIAS NATURALES Y EXACTAS;45
2022;Provincia;Corrientes;INVESTIGADOR;1;MASCULINO;HUMANIDADES;1
2022;Provincia;Corrientes;INVESTIGADOR;1;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;1
2022;Provincia;Corrientes;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS AGRÍCOLAS;31
2022;Provincia;Corrientes;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;63
2022;Provincia;Corrientes;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;61
2022;Provincia;Corrientes;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS SOCIALES;46
2022;Provincia;Corrientes;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;HUMANIDADES;7
2022;Provincia;Corrientes;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;2
2022;Provincia;Corrientes;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS AGRÍCOLAS;26
2022;Provincia;Corrientes;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;51
2022;Provincia;Corrientes;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;40
2022;Provincia;Corrientes;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS SOCIALES;30
2022;Provincia;Corrientes;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;HUMANIDADES;7
2022;Provincia;Corrientes;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;4
2022;Provincia;Córdoba;BECARIO DE I+D;0;FEMENINO;CIENCIAS AGRÍCOLAS;10
2022;Provincia;Córdoba;BECARIO DE I+D;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;44
2022;Provincia;Córdoba;BECARIO DE I+D;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;62
2022;Provincia;Córdoba;BECARIO DE I+D;0;FEMENINO;CIENCIAS SOCIALES;41
2022;Provincia;Córdoba;BECARIO DE I+D;0;FEMENINO;HUMANIDADES;31
2022;Provincia;Córdoba;BECARIO DE I+D;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;18
2022;Provincia;Córdoba;BECARIO DE I+D;0;MASCULINO;CIENCIAS AGRÍCOLAS;12
2022;Provincia;Córdoba;BECARIO DE I+D;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;10
2022;Provincia;Córdoba;BECARIO DE I+D;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;43
2022;Provincia;Córdoba;BECARIO DE I+D;0;MASCULINO;CIENCIAS SOCIALES;20
2022;Provincia;Córdoba;BECARIO DE I+D;0;MASCULINO;HUMANIDADES;13
2022;Provincia;Córdoba;BECARIO DE I+D;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;19
2022;Provincia;Córdoba;BECARIO DE I+D;1;FEMENINO;CIENCIAS AGRÍCOLAS;38
2022;Provincia;Córdoba;BECARIO DE I+D;1;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;63
2022;Provincia;Córdoba;BECARIO DE I+D;1;FEMENINO;CIENCIAS NATURALES Y EXACTAS;353
2022;Provincia;Córdoba;BECARIO DE I+D;1;FEMENINO;CIENCIAS SOCIALES;157
2022;Provincia;Córdoba;BECARIO DE I+D;1;FEMENINO;HUMANIDADES;62
2022;Provincia;Córdoba;BECARIO DE I+D;1;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;65
2022;Provincia;Córdoba;BECARIO DE I+D;1;MASCULINO;CIENCIAS AGRÍCOLAS;21
2022;Provincia;Córdoba;BECARIO DE I+D;1;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;25
2022;Provincia;Córdoba;BECARIO DE I+D;1;MASCULINO;CIENCIAS NATURALES Y EXACTAS;211
2022;Provincia;Córdoba;BECARIO DE I+D;1;MASCULINO;CIENCIAS SOCIALES;73
2022;Provincia;Córdoba;BECARIO DE I+D;1;MASCULINO;HUMANIDADES;56
2022;Provincia;Córdoba;BECARIO DE I+D;1;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;60
2022;Provincia;Córdoba;DOCENTE;0;FEMENINO;CIENCIAS AGRÍCOLAS;86
2022;Provincia;Córdoba;DOCENTE;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;525
2022;Provincia;Córdoba;DOCENTE;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;310
2022;Provincia;Córdoba;DOCENTE;0;FEMENINO;CIENCIAS SOCIALES;848
2022;Provincia;Córdoba;DOCENTE;0;FEMENINO;HUMANIDADES;374
2022;Provincia;Córdoba;DOCENTE;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;177
2022;Provincia;Córdoba;DOCENTE;0;MASCULINO;CIENCIAS AGRÍCOLAS;124
2022;Provincia;Córdoba;DOCENTE;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;331
2022;Provincia;Córdoba;DOCENTE;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;239
2022;Provincia;Córdoba;DOCENTE;0;MASCULINO;CIENCIAS SOCIALES;619
2022;Provincia;Córdoba;DOCENTE;0;MASCULINO;HUMANIDADES;229
2022;Provincia;Córdoba;DOCENTE;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;365
2022;Provincia;Córdoba;INVESTIGADOR;0;FEMENINO;CIENCIAS AGRÍCOLAS;189
2022;Provincia;Córdoba;INVESTIGADOR;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;173
2022;Provincia;Córdoba;INVESTIGADOR;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;279
2022;Provincia;Córdoba;INVESTIGADOR;0;FEMENINO;CIENCIAS SOCIALES;632
2022;Provincia;Córdoba;INVESTIGADOR;0;FEMENINO;HUMANIDADES;328
2022;Provincia;Córdoba;INVESTIGADOR;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;132
2022;Provincia;Córdoba;INVESTIGADOR;0;MASCULINO;CIENCIAS AGRÍCOLAS;178
2022;Provincia;Córdoba;INVESTIGADOR;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;115
2022;Provincia;Córdoba;INVESTIGADOR;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;200
2022;Provincia;Córdoba;INVESTIGADOR;0;MASCULINO;CIENCIAS SOCIALES;341
2022;Provincia;Córdoba;INVESTIGADOR;0;MASCULINO;HUMANIDADES;127
2022;Provincia;Córdoba;INVESTIGADOR;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;291
2022;Provincia;Córdoba;INVESTIGADOR;1;FEMENINO;CIENCIAS AGRÍCOLAS;44
2022;Provincia;Córdoba;INVESTIGADOR;1;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;71
2022;Provincia;Córdoba;INVESTIGADOR;1;FEMENINO;CIENCIAS NATURALES Y EXACTAS;402
2022;Provincia;Córdoba;INVESTIGADOR;1;FEMENINO;CIENCIAS SOCIALES;103
2022;Provincia;Córdoba;INVESTIGADOR;1;FEMENINO;HUMANIDADES;49
2022;Provincia;Córdoba;INVESTIGADOR;1;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;64
2022;Provincia;Córdoba;INVESTIGADOR;1;MASCULINO;CIENCIAS AGRÍCOLAS;18
2022;Provincia;Córdoba;INVESTIGADOR;1;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;37
2022;Provincia;Córdoba;INVESTIGADOR;1;MASCULINO;CIENCIAS NATURALES Y EXACTAS;405
2022;Provincia;Córdoba;INVESTIGADOR;1;MASCULINO;CIENCIAS SOCIALES;63
2022;Provincia;Córdoba;INVESTIGADOR;1;MASCULINO;HUMANIDADES;44
2022;Provincia;Córdoba;INVESTIGADOR;1;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;69
2022;Provincia;Córdoba;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS AGRÍCOLAS;73
2022;Provincia;Córdoba;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;189
2022;Provincia;Córdoba;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;325
2022;Provincia;Córdoba;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;CIENCIAS SOCIALES;297
2022;Provincia;Córdoba;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;HUMANIDADES;138
2022;Provincia;Córdoba;OTRO PERSONAL DE LA INSTITUCION;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;60
2022;Provincia;Córdoba;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS AGRÍCOLAS;68
2022;Provincia;Córdoba;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;89
2022;Provincia;Córdoba;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;206
2022;Provincia;Córdoba;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;CIENCIAS SOCIALES;141
2022;Provincia;Córdoba;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;HUMANIDADES;52
2022;Provincia;Córdoba;OTRO PERSONAL DE LA INSTITUCION;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;82
2022;Provincia;Entre Ríos;BECARIO DE I+D;0;FEMENINO;CIENCIAS AGRÍCOLAS;5
2022;Provincia;Entre Ríos;BECARIO DE I+D;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;2
2022;Provincia;Entre Ríos;BECARIO DE I+D;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;5
2022;Provincia;Entre Ríos;BECARIO DE I+D;0;FEMENINO;CIENCIAS SOCIALES;5
2022;Provincia;Entre Ríos;BECARIO DE I+D;0;FEMENINO;HUMANIDADES;2
2022;Provincia;Entre Ríos;BECARIO DE I+D;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;4
2022;Provincia;Entre Ríos;BECARIO DE I+D;0;MASCULINO;CIENCIAS AGRÍCOLAS;2
2022;Provincia;Entre Ríos;BECARIO DE I+D;0;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;1
2022;Provincia;Entre Ríos;BECARIO DE I+D;0;MASCULINO;CIENCIAS NATURALES Y EXACTAS;4
2022;Provincia;Entre Ríos;BECARIO DE I+D;0;MASCULINO;CIENCIAS SOCIALES;2
2022;Provincia;Entre Ríos;BECARIO DE I+D;0;MASCULINO;HUMANIDADES;1
2022;Provincia;Entre Ríos;BECARIO DE I+D;0;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;7
2022;Provincia;Entre Ríos;BECARIO DE I+D;1;FEMENINO;CIENCIAS AGRÍCOLAS;9
2022;Provincia;Entre Ríos;BECARIO DE I+D;1;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;5
2022;Provincia;Entre Ríos;BECARIO DE I+D;1;FEMENINO;CIENCIAS NATURALES Y EXACTAS;26
2022;Provincia;Entre Ríos;BECARIO DE I+D;1;FEMENINO;CIENCIAS SOCIALES;22
2022;Provincia;Entre Ríos;BECARIO DE I+D;1;FEMENINO;HUMANIDADES;3
2022;Provincia;Entre Ríos;BECARIO DE I+D;1;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;28
2022;Provincia;Entre Ríos;BECARIO DE I+D;1;MASCULINO;CIENCIAS AGRÍCOLAS;5
2022;Provincia;Entre Ríos;BECARIO DE I+D;1;MASCULINO;CIENCIAS MÉDICAS Y DE LA SALUD;3
2022;Provincia;Entre Ríos;BECARIO DE I+D;1;MASCULINO;CIENCIAS NATURALES Y EXACTAS;15
2022;Provincia;Entre Ríos;BECARIO DE I+D;1;MASCULINO;CIENCIAS SOCIALES;11
2022;Provincia;Entre Ríos;BECARIO DE I+D;1;MASCULINO;HUMANIDADES;5
2022;Provincia;Entre Ríos;BECARIO DE I+D;1;MASCULINO;INGENIERÍAS Y TECNOLOGÍAS;12
2022;Provincia;Entre Ríos;DOCENTE;0;FEMENINO;CIENCIAS AGRÍCOLAS;44
2022;Provincia;Entre Ríos;DOCENTE;0;FEMENINO;CIENCIAS MÉDICAS Y DE LA SALUD;183
2022;Provincia;Entre Ríos;DOCENTE;0;FEMENINO;CIENCIAS NATURALES Y EXACTAS;126
2022;Provincia;Entre Ríos;DOCENTE;0;FEMENINO;CIENCIAS SOCIALES;358
2022;Provincia;Entre Ríos;DOCENTE;0;FEMENINO;HUMANIDADES;116
2022;Provincia;Entre Ríos;DOCENTE;0;FEMENINO;INGENIERÍAS Y TECNOLOGÍAS;69
2022;Provincia;Entre Ríos;DOCENTE;0;MASCULINO;CIENCIAS AGRÍCOLAS;38
